Hash;Timestamp;Branching Time;Merge Time;Committers 1;Committers 2;Diff Committers;Same Committers;Commits 1;Commits 2;Changed Files 1;Changed Files 2;Changed Files Intersection;Conflict;Conflicted Files;Chunks;Modified Chunks;Self Conflicts
332c1bf4edf5b78444c61570eea8fc9a51520bf7;2014-01-14 16:46:03 +0000;0.1421528;0.1424537;1;1;1;0;3;2;3;1;NONE;false;0;0;0;0
3fcd0576a66cacec361476ec2c7def9880c6b44c;2014-01-14 07:30:51 -0800;0.6265509;0.9563426;5;1;5;0;14;1;35;1;NONE;false;0;0;0;0
f79e6204b029d747985fe5dd2bc84a267bcee284;2014-01-14 13:21:10 +0000;0.0012731;0.0445949;1;1;1;0;1;2;2;24;NONE;false;0;0;0;0
12552d0d50e2c261ca4c76b4b8c88367de5701a2;2014-01-14 02:46:41 -0800;1.9386111;2.1159838;5;1;5;0;18;1;23;1;NONE;false;0;0;0;0
60b52d6dc3187da9251b850658eb13624869898f;2014-01-14 02:44:56 -0800;28.7723148;29.1665509;6;1;5;1;37;1;34;1;ALL;false;0;0;0;0
85d341e097440106ae6d29c3a3e60e910c98b36d;2014-01-14 02:43:31 -0800;0.9354514;1.0077431;1;1;1;0;8;1;9;1;NONE;false;0;0;0;0
d896185ddaab2a1e5e477412e2520fa69e924b5d;2014-01-13 15:04:28 +0000;0.1888542;0.2278704;1;1;1;0;3;1;3;1;NONE;false;0;0;0;0
8f1da4e92b2d3e5f686a329d97c31452a5be7e27;2014-01-13 01:36:20 -0800;27.7230787;28.1189120;4;1;4;0;24;1;16;7;NONE;false;0;0;0;0
749a8eb9925011bcfd95be180fbcbb29d18adfcb;2014-01-13 09:32:37 +0000;0.1253125;1.0645486;1;1;1;0;1;1;3;1;NONE;false;0;0;0;0
39dd40b65233da5f8b36d10799ca2fb889b5cc2f;2014-01-09 16:50:55 +0000;1.3063773;1.3073380;2;2;0;2;5;5;2;6;ALL;false;0;0;0;0
42d1bb19491bf4ec8393f4125922dd4aed59f52e;2014-01-08 01:29:17 -0800;39.0073843;40.5975694;5;1;5;0;25;1;52;1;NONE;false;0;0;0;0
b2fd9f692366223d5091c04b3ca6d1b72fd3c8a0;2014-01-08 01:28:21 -0800;21.9901042;23.1133681;1;1;1;0;1;1;1;1;NONE;false;0;0;0;0
b57290a4420dc78df021002d45dfdff632342db4;2013-12-13 02:59:20 -0800;1.0396181;1.9934606;1;1;0;1;3;1;7;4;NONE;false;0;0;0;0
374100fa0503c9269337c4c8b145d58cde6a29d5;2013-12-13 02:58:34 -0800;0.8848611;1.9929282;1;1;0;1;1;1;1;6;NONE;false;0;0;0;0
6c9420be638b6efca8f05016ab9dedf02f1e8748;2013-12-06 11:26:47 +0000;5.0175810;5.0238079;2;1;1;1;4;1;9;7;NONE;false;0;0;0;0
672cb20f479dfde0321f5ccc02cfc7fee7aea477;2013-12-01 09:01:08 +0000;3.9834954;5.6651968;2;2;1;1;5;2;8;18;SOME;false;0;0;0;0
f2362ebe349b5b4e42c9e10fb98cbd51bfc8524b;2013-11-25 17:03:27 +0000;2.0299537;3.0075116;1;1;1;0;1;2;1;3;NONE;false;0;0;0;0
ab651144b53720a4ae861d5cd13b70668a3e681a;2013-11-23 08:20:07 -0800;1.8857407;3.0753819;1;1;1;0;5;1;6;3;NONE;false;0;0;0;0
e21f4ca8ee828a3723c77aab0fa06eaf69a74095;2013-11-19 01:33:28 -0800;0.0271296;0.8534491;1;1;1;0;1;1;1;3;NONE;false;0;0;0;0
ec141c98119911a24c59e08ccfc68b71c33da634;2013-11-08 04:38:12 -0800;71.0019444;73.9489699;7;1;6;1;104;1;256;13;NONE;false;0;0;0;0
b98c5187bb4f45960518c9d1cdb25f285bb3210f;2013-11-04 10:07:28 -0800;3.9988079;6.3385648;2;1;2;0;8;1;4;3;NONE;false;0;0;0;0
5dbfb465b2c5b42ea9fd848fec05e1f6dccb4667;2013-11-04 10:21:05 +0000;1.7556944;6.0146875;1;1;1;0;1;4;1;1;NONE;false;0;0;0;0
e1f522f3e86e2179d913efe59cef25e2707b9f75;2013-11-02 09:12:41 -0700;13.7696065;18.0898380;5;1;4;1;15;3;19;1;NONE;false;0;0;0;0
786cf14c0072b42fb4c2cb207a59ceeb608ff55d;2013-10-24 07:39:22 +0100;2.8798032;4.8430093;1;1;1;0;1;1;1;1;NONE;false;0;0;0;0
3a6f5b78c70ee99099b48d008cfb1a64c2c4af64;2013-10-19 03:25:26 -0700;8.6746412;8.8779398;4;1;4;0;15;2;18;12;NONE;false;0;0;0;0
681e79e8755155c7cadd50a8f6bda078e7bbc082;2013-10-19 03:22:43 -0700;38.6157755;49.9825347;5;1;4;1;51;1;169;1;NONE;false;0;0;0;0
1ccb2737f810c62f1d93bd3c39fefa80e4015f71;2013-10-19 03:22:05 -0700;20.7953356;21.7588542;3;1;3;0;25;1;80;1;NONE;false;0;0;0;0
dfe9724ac6e28721d067b23d4c9d82ec78a221f4;2013-10-18 17:14:28 +0100;3.0295370;3.0910764;1;1;1;0;1;2;2;1;NONE;false;0;0;0;0
5de1c2840bfbbfa13afee1130f6a81f50fc71de0;2013-10-15 15:03:19 +0100;3.8132755;4.1322917;1;1;1;0;1;1;8;1;NONE;false;0;0;0;0
e887f423ce8f9fd57ee1b62ca6cbd6f6ba34a47c;2013-10-10 14:21:12 +0100;0.3614699;0.8844097;1;1;1;0;1;5;1;39;NONE;false;0;0;0;0
7eb3e09cff691e5f1cccb4be3893f102a523030e;2013-10-09 17:07:39 +0100;5.9132176;11.9988310;2;1;1;1;5;1;18;15;SOME;false;0;0;0;0
e1a14b4ba455bc4ef5f5dc7fd538333266eee19c;2013-09-13 14:54:52 +0100;18.7621181;24.1526968;2;1;2;0;27;1;58;65;SOME;true;2;2;2;0
564278683cfafee10fc48effa7cb6977d7509b83;2013-08-30 03:47:52 -0700;13.8306366;16.8865856;2;1;1;1;3;22;3;56;SOME;false;0;0;0;0
018b43354c83c0a91fe92b36f0271d46d60a536f;2013-08-13 14:25:37 +0100;1.0322917;1.0871181;1;2;2;0;2;2;1;5;NONE;false;0;0;0;0
abcda3b24277bf866c48f8aec91be8f68cc9e5f1;2013-07-18 04:11:21 -0700;0.2230903;0.6703935;1;1;1;0;1;7;5;24;NONE;false;0;0;0;0
8bb6589d1f87be4a45fbfc8936056be338383c91;2013-07-17 12:15:15 +0100;0.0293056;0.0307176;1;1;1;0;9;2;15;6;NONE;false;0;0;0;0
30e46dea4e3db2d2282b7cd823651e960dded543;2013-07-17 11:32:33 +0100;0.1599421;0.1686574;1;1;1;0;8;3;15;5;SOME;false;0;0;0;0
43b71a14be60b032f54cc882c1c4e65c908ae91b;2013-07-17 07:40:42 +0100;0.5248380;0.5393403;1;1;1;0;5;5;10;18;SOME;false;0;0;0;0
c01542de2dfc7d52801783480a0c69a506722136;2013-07-16 18:53:55 +0100;0.2634028;0.2683218;1;1;1;0;3;1;9;1;ALL;false;0;0;0;0
c6d48413ab81201cf24c600524e22603c7585c00;2013-07-16 12:34:29 +0100;0.0606134;0.0668519;1;1;1;0;1;2;6;2;SOME;false;0;0;0;0
66b9e8161c032370f11c67ee4018e9cf4a8aa942;2013-07-15 13:56:33 +0100;0.0706481;0.1215509;1;1;1;0;1;2;1;7;NONE;false;0;0;0;0
603ea5833ae26b106b2d13acf16ca5a0c33a046a;2013-07-15 11:01:31 +0100;0.0971875;1.0337384;1;1;1;0;1;2;1;3;NONE;false;0;0;0;0
cb703f6728c520e89929e3bbd7b763eb9d465575;2013-07-09 17:06:26 +0100;0.0489236;0.2197454;1;2;1;1;1;3;3;3;SOME;false;0;0;0;0
914f426355beadaef3c0ba476a9e658f159bd948;2013-07-09 15:45:57 +0100;0.3006944;0.8125926;1;1;0;1;1;4;1;5;NONE;false;0;0;0;0
ccdb082d60954c1b6a2ba30ff5818fa21189374d;2013-07-07 08:30:57 +0100;0.5504282;0.9141551;1;1;1;0;1;2;1;2;NONE;false;0;0;0;0
dd2cd3255af465ea3583f5f36c5c5719f9867230;2013-07-05 08:49:30 +0100;0.0551620;0.8723148;1;1;1;0;1;1;1;2;NONE;false;0;0;0;0
603b69aa550bf61b826c263a4e2f5227d1bdfd05;2013-07-04 03:53:22 -0700;1.2995023;1.7236690;3;1;3;0;9;1;6;1;NONE;false;0;0;0;0
41c8c7df3e52093674dd8a2e0d07efe52899556c;2013-07-03 09:23:20 +0100;0.0105440;0.6194792;1;1;1;0;1;2;1;2;NONE;false;0;0;0;0
cc7e1b647994cfa26b59d72a10b48324caf43e9d;2013-07-02 14:18:46 +0100;4.0824769;5.0705324;1;1;1;0;2;8;4;6;SOME;true;1;1;1;0
50a436554dfbae9d54d41afc0939bd6f38a1beb4;2013-06-27 01:08:25 -0700;8.0670833;8.9506019;2;1;2;0;12;2;23;15;NONE;false;0;0;0;0
ae1575dc4a738c88f363305c8723a68a22e9fd4a;2013-06-18 13:54:13 -0400;7.0086921;7.8935532;1;2;2;0;1;27;15;125;SOME;true;1;1;1;0
d501bc4c7b50d83d8a5a9f4a7dfcd26bd802b70c;2013-06-11 16:53:39 +0100;0.0441782;0.0482292;1;1;1;0;1;2;41;22;NONE;false;0;0;0;0
a35826d0469316024c90f8baa3bf3ae57a5f9a98;2013-05-22 16:13:13 +0100;4.2020718;5.1209028;1;2;2;0;1;5;4;10;SOME;false;0;0;0;0
b25e3f7be805ec41b777bb451a8d644fedccff41;2013-05-17 13:19:07 +0100;0.1666782;0.8049769;1;1;1;0;2;1;3;3;NONE;false;0;0;0;0
ae7f1a2c790d8f5553b6040cd5a245cd7efade23;2013-05-13 15:49:55 +0100;0.1881829;3.1878009;2;1;1;1;3;1;7;7;NONE;false;0;0;0;0
ad96d91ad5626902750fd2743523b3eb26576665;2013-05-10 09:05:30 +0100;295.9937731;301.8980440;66;66;0;66;1767;1767;4829;4811;SOME;false;0;0;0;0
11bdef368f4f50c6b776c396a9be82c37d046550;2013-05-09 11:50:27 +0100;0.8945833;1.1479977;1;2;2;0;2;3;5;2;NONE;false;0;0;0;0
f9c754ddb774970061364e96693dac972f6f3fec;2013-05-09 11:50:27 +0100;0.8945833;1.1479977;1;2;2;0;2;3;5;2;NONE;false;0;0;0;0
3f1c5ad69ac242acde081617657945123558553c;2013-05-08 07:15:30 +0100;0.9040741;1.8719676;1;1;1;0;1;3;1;15;NONE;false;0;0;0;0
f808604b5a39e6b69e9ae5125415a7589fb51a8b;2013-05-08 07:15:30 +0100;0.9040741;1.8719676;1;1;1;0;1;3;1;15;NONE;false;0;0;0;0
e40c245cc39ece2a034e55bf6ba50baeaafd91c0;2013-05-03 00:05:45 -0700;0.1836574;0.9254630;1;1;1;0;2;3;3;4;NONE;false;0;0;0;0
c01c02d067762cf13edd6d004b0ba6693eafffa6;2013-05-03 00:05:45 -0700;0.1836574;0.9254630;1;1;1;0;2;3;3;4;NONE;false;0;0;0;0
bcb30226b20b9718bacbf9b5cbd8f3c025de6bda;2013-05-02 12:06:42 +0200;2.0784838;5.9947801;1;2;2;0;2;9;4;53;SOME;true;1;1;1;0
d8ec999a22183f99681b856d2ca982fd29dcecd8;2013-05-02 12:06:42 +0200;2.0784838;5.9947801;1;2;2;0;2;9;4;53;SOME;true;1;1;1;0
255f50ae851f973ce9a3c4add1743ce34c8d616e;2013-04-23 08:11:44 +0100;0.0781366;0.6069676;1;1;1;0;1;2;322;2;NONE;false;0;0;0;0
6be268bb7c125f5f73cbc15ab8cbc30f65eec4bd;2013-04-23 08:11:44 +0100;0.0781366;0.6069676;1;1;1;0;1;2;317;2;NONE;false;0;0;0;0
e8df4b06d32683ccf8fcef46493d7e89ffcd3f4a;2013-04-22 09:37:42 -0700;9.9829745;17.2849769;2;1;2;0;22;3;232;4;SOME;false;0;0;0;0
e06e40250953dfca4b5afe3f40cc7bed8a584c35;2013-04-22 09:37:42 -0700;9.9829745;17.2849769;2;1;2;0;22;3;232;4;SOME;false;0;0;0;0
240d3d065daeb4d5bd886c5a189e558f713c3ae6;2013-04-16 15:40:08 +0100;0.0111227;0.0449074;1;1;1;0;1;1;5;1;NONE;true;1;1;1;0
73ea2267d987308bb78a6942c32324c3f36e7a49;2013-04-12 11:48:59 -0500;20.5431829;27.9746759;1;2;2;0;2;25;4;175;SOME;true;1;1;1;0
94ea998de9e2d1e81ee32e116a86c0e82ab25160;2013-04-12 11:48:59 -0500;20.5431829;27.9746759;1;2;2;0;2;25;4;175;SOME;true;1;1;1;0
ddbe390f255bb74659f1bb6635142a02d684660b;2013-04-05 10:47:20 +0100;13.5271759;16.5333333;1;1;1;0;1;14;2;47;NONE;false;0;0;0;0
c1d037fecdf5022b31034fa6cc315c085f959fb8;2013-04-05 10:47:20 +0100;13.5271759;16.5333333;1;1;1;0;1;14;2;47;NONE;false;0;0;0;0
bdfcf2b4cb14cf9edd5d29fa90af687d2e4dfbde;2013-03-16 09:58:50 +0000;0.7342477;0.8101620;1;1;1;0;3;1;10;1;NONE;false;0;0;0;0
a95811b6372a833999dafe2de8fe7603cd74a2d8;2013-03-16 09:58:50 +0000;0.7342477;0.8101620;1;1;1;0;3;1;10;1;NONE;false;0;0;0;0
aee4d8ced39b3c5cc9ea7dea5b71dfe6a5071d65;2013-03-15 16:21:18 +0000;0.0756250;0.2616088;1;1;1;0;1;1;8;9;NONE;false;0;0;0;0
46006465f3e6c21626c5d6e285b545584875ef8c;2013-03-15 16:21:18 +0000;0.0756250;0.2616088;1;1;1;0;1;1;8;9;NONE;false;0;0;0;0
d2e39fb75e717508630d0319e3205324cde45375;2013-03-15 07:45:39 +0000;70.6510764;70.7111458;14;1;14;0;282;2;1105;4;NONE;false;0;0;0;0
f847c3476213364a450f9ed4aef999e44d02221c;2013-03-15 07:45:39 +0000;70.6510764;70.7111458;14;1;14;0;282;2;1105;4;NONE;false;0;0;0;0
b7768ce33913b1e7d11591270d16603014c0c81d;2013-03-15 07:43:53 +0000;0.0604514;0.8768981;1;1;1;0;1;2;6;12;NONE;false;0;0;0;0
981895451fd679432e98689d0202c64468266faa;2013-03-15 07:43:53 +0000;0.0604514;0.8768981;1;1;1;0;1;2;6;12;NONE;false;0;0;0;0
9e37935c8645095cc0be9b51045152d550a85bd7;2013-03-14 07:56:54 +0000;0.0567245;0.4943750;1;1;1;0;1;1;2;1;NONE;false;0;0;0;0
93faed0a2e147c6f7a0b0026c78250f2dd2a0d32;2013-03-14 07:56:54 +0000;0.0567245;0.4943750;1;1;1;0;1;1;2;1;NONE;false;0;0;0;0
f67fa2d8e701b4b6764332f8c32e5cacf4df871a;2013-03-13 16:48:51 +0000;96.2372685;97.2792361;17;1;17;0;289;2;1108;6;SOME;true;2;2;2;0
ba97f1e4582a178fed95dadfaa9ce397f969c7b7;2013-03-13 16:48:51 +0000;96.2372685;97.2792361;17;1;17;0;289;2;1108;6;SOME;true;2;2;2;0
eeac000986ec81fb4147a293a529546a7fa39dbe;2013-03-12 10:52:02 -0700;18.3265625;19.8670949;5;1;5;0;47;1;225;1;NONE;false;0;0;0;0
f2dc311b95b86165455666327e8f950b013507e5;2013-03-12 10:52:02 -0700;18.3265625;19.8670949;5;1;5;0;47;1;225;1;NONE;false;0;0;0;0
2b9a55595e93a626d1f918891caa6f9e2bedb428;2013-03-12 10:51:02 -0700;16.0506944;34.2016435;1;1;1;0;2;6;1;1;ALL;false;0;0;0;0
140339492a29ec7e20502fbba4ca26d9daa268aa;2013-03-12 09:44:52 -0700;24.0736921;25.2471296;4;1;4;0;69;2;243;5;NONE;false;0;0;0;0
93c32300a94cd8a742360c04b8ad19d23182849d;2013-03-12 09:44:52 -0700;24.0736921;25.2471296;4;1;4;0;69;2;243;5;NONE;false;0;0;0;0
4f62b031c9d6382e39f17f4eeb83e6d4e36e9bba;2013-03-08 11:11:37 +0000;0.7884028;0.9817593;1;1;1;0;3;1;80;1;NONE;false;0;0;0;0
1a81ff78452e2230d0b2872466592f37f41608a4;2013-03-08 11:11:37 +0000;0.7884028;0.9817593;1;1;1;0;3;1;80;1;NONE;false;0;0;0;0
660ebdca8003f6c6bfbab045923506010b507c94;2013-03-07 11:37:53 +0000;0.7382755;0.7424421;1;2;2;0;1;3;2;2;NONE;false;0;0;0;0
5f67f571027f9f4182470b6abb3bd4e66e546b16;2013-03-07 11:37:53 +0000;0.7382755;0.7424421;1;2;2;0;1;3;2;2;NONE;false;0;0;0;0
b2c7981138b8be7ada28651bb8a6e1baaa6e21e4;2013-03-06 09:54:30 -0800;1.3157523;1.3534954;3;1;3;0;8;1;102;1;NONE;false;0;0;0;0
bf4ad01c136bd3b25f99a9a8633f3eb2fd22202c;2013-03-06 09:54:30 -0800;1.3157523;1.3534954;3;1;3;0;8;1;102;1;NONE;false;0;0;0;0
3e1bf3b3a3cb606703f22ecf1b564556bdba7215;2013-03-06 17:48:46 +0000;1.1794097;1.3495139;2;1;2;0;6;1;102;1;ALL;true;1;1;1;0
ca74fb0b873d3ae280ac0085cf963e4c240e3b5d;2013-03-06 17:48:46 +0000;1.1794097;1.3495139;2;1;2;0;6;1;102;1;ALL;true;1;1;1;0
aa8c3a3f80aad1a1d60bfbd5914e8598330e45fa;2013-03-05 11:09:10 +0000;0.0381134;0.0720139;1;1;1;0;1;2;1;8;NONE;false;0;0;0;0
b56be1183cf20f25ac55aace665c0fe171b353f7;2013-03-05 11:09:10 +0000;0.0381134;0.0720139;1;1;1;0;1;2;1;8;NONE;false;0;0;0;0
f677a95ad3308a075450e0f79022f7610b38655a;2013-02-20 18:30:54 +0000;0.2739583;0.2776157;1;1;1;0;2;8;3;9;NONE;false;0;0;0;0
1dfb44f0cff139e6d48cecbab9556961413fadff;2013-02-20 18:30:54 +0000;0.2739583;0.2776157;1;1;1;0;2;8;3;9;NONE;false;0;0;0;0
e3e517e10a3af3f9d3dbe4c1ced14f4a34ea09bd;2013-02-08 08:41:52 +0000;0.4016667;0.4170486;1;1;1;0;1;5;3;7;SOME;false;0;0;0;0
3d71fae0547085b08709afd8af9f01e2772334bc;2013-02-08 08:41:52 +0000;0.4016667;0.4170486;1;1;1;0;1;5;3;7;SOME;false;0;0;0;0
d4ec1f347135286f12e157377716fd7fb30495b8;2013-02-07 23:01:54 +0000;0.0139468;0.1812153;1;1;1;0;1;1;5;3;SOME;false;0;0;0;0
acb0e2aebf03848acddad3643ffeb586efb550c8;2013-02-07 23:01:54 +0000;0.0139468;0.1812153;1;1;1;0;1;1;5;3;SOME;false;0;0;0;0
5e12db37b899515b15e8a16841ba6eb9111a5f02;2013-02-07 18:36:46 +0000;0.3044097;0.3178935;1;1;0;1;6;2;26;13;SOME;false;0;0;0;0
3659fe9c09f1d54f98075a294a42c490caaf0b12;2013-02-07 18:36:46 +0000;0.3044097;0.3178935;1;1;0;1;6;2;26;13;SOME;false;0;0;0;0
d2323ebeec5b234b030679d527cbd59e93cf736c;2013-02-05 12:49:31 -0800;0.0066667;1.0042014;1;1;1;0;1;1;13;1;NONE;false;0;0;0;0
f422a38a8bcb38543f80ade773ca1d13d72c1d29;2013-02-05 12:49:31 -0800;0.0066667;1.0042014;1;1;1;0;1;1;13;1;NONE;false;0;0;0;0
e1912f6685f08248fd535ece3a49d2a97b68b7da;2013-01-31 16:29:08 +0000;0.8931944;1.0096644;1;1;1;0;2;2;67;1;NONE;false;0;0;0;0
6bdcaf10309d6d0d2c8b6496bc64ce0eb056f664;2013-01-31 16:29:08 +0000;0.8931944;1.0096644;1;1;1;0;2;2;67;1;NONE;false;0;0;0;0
a2a0f668145da965ea3ed54da58df3764d5c743f;2013-01-29 17:23:19 +0000;0.0303356;0.1275231;1;1;1;0;1;1;29;1;NONE;false;0;0;0;0
445516e9bc1342453d9c4d00c0ed10464f31aa14;2013-01-29 17:23:19 +0000;0.0303356;0.1275231;1;1;1;0;1;1;29;1;NONE;false;0;0;0;0
c1de2e74803ae8967936b376a5bc95d00c92a377;2013-01-28 10:15:31 +0000;5.8948495;6.6301968;1;1;1;0;2;6;4;56;SOME;false;0;0;0;0
fdf1576e6e5c15a28873be7b90f0b6a9528613a6;2013-01-28 10:15:31 +0000;5.8948495;6.6301968;1;1;1;0;2;6;4;56;SOME;false;0;0;0;0
77c93db2c9940fc117395781fa96dcbd685d392f;2013-01-21 17:33:12 +0000;1.0697569;1.3086111;1;1;1;0;2;2;6;3;NONE;false;0;0;0;0
b1f93295b8ef165d7e6fec15326fb8cda79665ba;2013-01-21 17:33:12 +0000;1.0697569;1.3086111;1;1;1;0;2;2;6;3;NONE;false;0;0;0;0
eef61318181374ffa40ec213a98eb3d1b801f116;2013-01-20 10:08:48 +0000;0.5937384;0.6836227;1;1;1;0;2;6;4;14;NONE;false;0;0;0;0
c8798a9068250d342c642f5b7615593d355021c6;2013-01-20 10:08:48 +0000;0.5937384;0.6836227;1;1;1;0;2;6;4;14;NONE;false;0;0;0;0
91b3452b5b582e7a7cfa6b317dc40c0842cc0364;2013-01-19 17:44:23 +0000;3.9826273;5.9682292;1;1;0;1;3;3;13;27;SOME;false;0;0;0;0
c96af642f3a15ae12f57ff5d036b0bccacf21bbd;2013-01-19 17:44:23 +0000;3.9826273;5.9682292;1;1;0;1;3;3;13;27;SOME;false;0;0;0;0
d49087d4b0eaef25444adc7500a4dfa141db901d;2013-01-13 18:30:08 +0000;37.2744560;38.3495718;9;1;8;1;46;2;204;14;SOME;true;2;2;2;2
113555bfbd94c20ac2cc582f2c3cc51f417a2cb3;2013-01-13 18:30:08 +0000;37.2744560;38.3495718;9;1;8;1;46;2;204;14;SOME;true;2;2;2;2
8859964d1064905b3782d70b256e4943424c28d3;2013-01-13 15:49:26 +0000;0.0037269;0.2630787;1;1;1;0;1;1;4;2;NONE;false;0;0;0;0
107dbc032155df966f4e4ef81dace959f6657d08;2013-01-13 15:49:26 +0000;0.0037269;0.2630787;1;1;1;0;1;1;4;2;NONE;false;0;0;0;0
f9f7823a2b763484023bce484315fdd6dd270868;2013-01-06 12:32:50 +0200;0.9441782;2.0844907;1;1;1;0;3;1;2;2;NONE;false;0;0;0;0
11ece4be8b41218e89a16205cedb571a156231d8;2013-01-06 12:32:50 +0200;0.9441782;2.0844907;1;1;1;0;3;1;2;2;NONE;false;0;0;0;0
588b6d8b6eb07519a176753052a2d2599d9c806f;2013-01-05 13:43:42 +0200;17.5559375;20.0135880;1;5;5;0;1;22;0;65;ALL;false;0;0;0;0
e16e960de2f068932f62417018bbc1720ed20639;2013-01-05 13:43:42 +0200;17.5559375;20.0135880;1;5;5;0;1;22;0;65;ALL;false;0;0;0;0
c55f258434e69359e0f984e3e070831922e82918;2013-01-04 08:31:10 +0000;16.2515046;18.8798843;4;1;4;0;14;7;59;7;SOME;false;0;0;0;0
b8c23ac951772baec957c8312d664cf9b363e3f4;2013-01-04 08:31:10 +0000;16.2515046;18.8798843;4;1;4;0;14;7;59;7;SOME;false;0;0;0;0
4f3f34aef12074f7170f26b90a884634218c9e5e;2013-01-03 16:59:37 +0000;0.0955671;0.1469444;1;1;1;0;1;2;8;1;NONE;false;0;0;0;0
917226f14a02e6dc46adf0d3b45c0486be461bea;2013-01-03 16:59:37 +0000;0.0955671;0.1469444;1;1;1;0;1;2;8;1;NONE;false;0;0;0;0
c1d71fa3c183938e094a1cc04a56a03a15d1ec47;2013-01-03 06:41:36 -0800;0.8491088;13.1712384;2;1;2;0;4;1;42;1;NONE;false;0;0;0;0
9bd100a8ac9bc50165cd3f072cf2261f0be9d37e;2013-01-03 06:41:36 -0800;0.8491088;13.1712384;2;1;2;0;4;1;42;1;NONE;false;0;0;0;0
4d594b362ca285e0b89a98acbb62be930028fe04;2013-01-03 13:28:01 +0000;54.1046296;54.9034259;8;1;8;0;66;2;112;6;SOME;true;1;12;12;0
7f0d5a2ca7f5fbfa06f78dc18d0384cfe65ff642;2013-01-03 13:28:01 +0000;54.1046296;54.9034259;8;1;8;0;66;2;112;6;SOME;true;1;12;12;0
8d514272aa3ef3f6c9e9e37c5e224903687eee96;2012-12-18 08:48:37 -0800;0.0903472;2.2253356;1;1;1;0;3;1;6;4;NONE;false;0;0;0;0
f2e803c5a1a0b705749fedf1bd68ee8e8950e2ff;2012-12-18 08:48:37 -0800;0.0903472;2.2253356;1;1;1;0;3;1;6;4;NONE;false;0;0;0;0
668f2d46db5ad3f5d2af7b30a890b09f4cf620d1;2012-12-18 14:46:06 +0000;2.1400116;4.0706134;1;1;1;0;1;1;5;1;NONE;false;0;0;0;0
6b730d1daab8d93ec3fcdaa853cfed3266cb16a9;2012-12-18 14:46:06 +0000;2.1400116;4.0706134;1;1;1;0;1;1;5;1;NONE;false;0;0;0;0
e3226e319e46182ef42b8416e774b939de7f1f04;2012-12-14 05:04:25 -0800;21.8859028;22.8958565;3;1;3;0;22;1;52;1;NONE;false;0;0;0;0
f9c34827d81b9b7d685896bf26d0ecad1f5d5ced;2012-12-14 05:04:25 -0800;21.8859028;22.8958565;3;1;3;0;22;1;52;1;NONE;false;0;0;0;0
13089f7d54a93ed1def74f32406ec8609ab50d24;2012-12-14 01:36:48 -0800;3.6115394;7.9792014;1;1;1;0;1;1;1;1;NONE;false;0;0;0;0
d8a173748fa17aea75d676afa72c2a8a3dc6e04a;2012-12-14 01:36:48 -0800;3.6115394;7.9792014;1;1;1;0;1;1;1;1;NONE;false;0;0;0;0
f14abcadc73a520929176e62587f40fc7aa8bf17;2012-12-05 01:54:27 -0800;1.0456829;2.8121644;1;1;1;0;3;3;5;12;NONE;false;0;0;0;0
590f61069b40487ee0f6af51ad8a55618f75fe48;2012-12-05 01:54:27 -0800;1.0456829;2.8121644;1;1;1;0;3;3;5;12;NONE;false;0;0;0;0
5f2de624ea3dfbf82c9a1c5b5589ef50e1f15183;2012-12-03 07:55:49 -0800;0.8946296;3.2517245;1;1;1;0;1;4;3;25;NONE;false;0;0;0;0
2f30a79b175f8850be89b83bca8954f6e6bf90d8;2012-12-03 07:55:49 -0800;0.8946296;3.2517245;1;1;1;0;1;4;3;25;NONE;false;0;0;0;0
35196c4f86156c7d00d1bd8c4fb22e81e1d0ea91;2012-11-29 03:49:28 -0800;1.6192940;7.8438079;1;1;1;0;1;1;2;2;NONE;false;0;0;0;0
0a2c53b5339ea8b466d4e665d87d6ee8ee0189a6;2012-11-29 03:49:28 -0800;1.6192940;7.8438079;1;1;1;0;1;1;2;2;NONE;false;0;0;0;0
8222397f182e3d510dbd1845331489a2c222528d;2012-11-21 02:30:10 -0800;87.7840741;89.3997338;18;1;17;1;112;1;217;5;SOME;false;0;0;0;0
0c482e95f1eae5993858ab16629bc36f6fbb0b9d;2012-11-21 02:30:10 -0800;87.7840741;89.3997338;18;1;17;1;112;1;217;5;SOME;false;0;0;0;0
64d8d12a6f9511b120fbdcb27f0893138ed72ee9;2012-11-20 13:01:32 +0000;88.4895949;91.1677083;17;1;17;0;110;2;216;6;SOME;true;1;1;1;0
d5892e3c488f1f8d078036dc9266b6ae86236be8;2012-11-20 13:01:32 +0000;88.4895949;91.1677083;17;1;17;0;110;2;216;6;SOME;true;1;1;1;0
e8591f288ae4777ddef7d41fd2a388dad300a588;2012-11-20 04:24:01 -0800;0.8316319;0.9048032;1;1;1;0;1;8;1;6;NONE;false;0;0;0;0
b7112c6c9931ce723d65f54dcec9da7473eb93e0;2012-11-20 04:24:01 -0800;0.8316319;0.9048032;1;1;1;0;1;8;1;6;NONE;false;0;0;0;0
e9555892f2d0bb12cbdba39e7753f8a4ad26b88a;2012-11-19 17:24:09 +0100;0.1293403;1.7595833;1;3;3;0;2;13;5;37;SOME;true;4;4;7;0
a6a5cf8d35fac118ca3114b39ca514300fb103fa;2012-11-19 17:24:09 +0100;0.1293403;1.7595833;1;3;3;0;2;13;5;37;SOME;true;4;4;7;0
